,taxID,genus,epithet,entry_UIDs,count,outgroup
449,182632,Boletus,reticulatus,['347582418'],1,False
450,182627,Butyriboletus,appendiculatus,['1370767363'],1,False
451,182626,Boletus,aereus,['1370767349'],1,False
452,178529,Leccinum,extremiorientale,['613808455'],1,False
453,178459,Suillus,bellinii,['1181244521'],1,False
454,178457,Rubroboletus,rhodoxanthus,['1095783651'],1,False
455,178449,Coniophora,prasinoides,['300394703'],1,False
457,157263,Coniophora,marmorata,['300394693'],1,False
458,150864,Gyroporus,castaneus,"['1474741462', '1474741464', '1474741466', '1474741468', '1474741470', '1474741474', '613808669', '224223831', '224223833', '224223835']",10,False
459,150802,Scleroderma,sinnamariense,['224223879'],1,False
460,150797,Scleroderma,bovista,['224223867'],1,False
461,150796,Scleroderma,areolatum,"['224223863', '224223865']",2,False
462,150782,Astraeus,hygrometricus,"['224223807', '224223809']",2,False
463,145387,Chalciporus,piperatus,"['1430401533', '1095783509']",2,False
464,132918,Gomphidius,roseus,['300394769'],1,False
465,121052,Leccinum,variicolor,"['1370767387', '613808465']",2,False
466,121051,Leccinum,scabrum,"['1095783559', '1095783561', '939468929']",3,False
467,121045,Xerocomus,impolitus,"['1370767383', '1095783535']",2,False
468,121037,Sutorius,eximius,"['1783626545', '1783626573', '1370767421', '1095783489', '1095783725']",5,False
469,116602,Suillus,fluryi,"['1181244529', '1181244531', '1181244533']",3,False
470,101661,Leucogyrophana,olivascens,['300394713'],1,False
471,98230,Tylopilus,felleus,"['1783626547', '1095783483', '939468945', '613808489']",4,False
473,90004,Rhizopogon,roseolus,['1593541962'],1,False
474,85998,Suillus,viscidus,"['1181244630', '1181244632', '1181244768']",3,False
475,85982,Serpula,lacrymans,['300394751'],1,False
476,85981,Leucogyrophana,romellii,['300394721'],1,False
477,85980,Leucogyrophana,mollusca,"['300394723', '300394767']",2,False
478,85979,Leucogyrophana,arizonica,['300394717'],1,False
481,85971,Gyrodon,lividus,['300394705'],1,False
482,83217,Calostoma,ravenelii,['224223821'],1,False
483,83216,Calostoma,cinnabarinum,['55273994'],1,False
484,80670,Strobilomyces,floccopus,"['939468927', '55583703']",2,False
485,80668,Pulveroboletus,ravenelii,['1024252120'],1,False
486,80664,Pisolithus,arhizus,['300394729'],1,False
487,80661,Phlebopus,portentosus,"['300394735', '224223853']",2,False
488,80648,Gyroporus,cyanescens,"['1474741440', '1474741442', '1474741444', '224223837']",4,False
489,80646,Boletinellus,merulioides,['86559344'],1,False
490,80637,Coniophora,puteana,"['300394687', '300394689']",2,False
491,80636,Coniophora,arida,"['300394683', '86559346']",2,False
492,80609,Xerocomus,subtomentosus,['1370767429'],1,False
495,80602,Serpula,himantioides,"['925717641', '925717643', '735997316', '300394749', '300394755', '86559348']",6,False
496,80580,Xanthoconium,affine,['1095783687'],1,False
498,80578,Boletellus,ananas,"['1783626365', '1430401523']",2,False
500,72124,Hygrophoropsis,aurantiaca,"['735997269', '55583691']",2,False
501,72122,Tapinella,atrotomentosa,"['300394759', '300394761']",2,False
502,68788,Scleroderma,citrinum,"['735997315', '224223871']",2,False
504,48590,Suillus,tridentinus,['1181244620'],1,False
505,48589,Suillus,tomentosus,"['1181244658', '1181244660']",2,False
506,48587,Suillus,subaureus,"['1181244710', '1181244712']",2,False
507,48585,Suillus,spectabilis,"['1181244596', '1181244598', '1181244600', '1181244602']",4,False
508,48584,Suillus,sibiricus,"['1181244696', '1181244698', '1181244700', '1181244708']",4,False
509,48582,Suillus,pungens,"['1181244545', '1181244547']",2,False
510,48580,Suillus,pseudobrevipes,"['1181244553', '1181244555', '1181244557']",3,False
511,48579,Suillus,placidus,"['1181244726', '1181244728']",2,False
512,48578,Suillus,paluster,['1181244742'],1,False
513,48577,Suillus,ochraceoroseus,['1181244744'],1,False
514,48574,Suillus,lakei,"['1593541950', '1593541952', '1181244748', '1181244754']",4,False
515,48573,Suillus,intermedius,['1181244694'],1,False
516,48572,Suillus,grisellus,['1181244628'],1,False
517,48570,Suillus,glandulosipes,['1181244549'],1,False
518,48566,Suillus,caerulescens,"['1181244746', '1181244750']",2,False
519,48565,Suillus,brevipes,['1181244551'],1,False
520,48564,Suillus,bresadolae,['300394753'],1,False
521,48563,Suillus,bovinus,['1181244642'],1,False
522,48562,Suillus,asiaticus,"['1181244738', '1181244740']",2,False
523,48561,Suillus,americanus,['1181244702'],1,False
524,37468,Pisolithus,tinctorius,['224223861'],1,False
525,36058,Xerocomus,badius,"['1783626415', '1783626417', '548918287', '939468937', '756421100']",5,False
526,36056,Boletus,edulis,"['1370767351', '735997241', '613808423', '300394681']",4,False
527,5384,Suillus,luteus,"['1181244559', '1181244563', '1181244565', '1181244569']",4,False
528,5383,Suillus,spraguei,"['1181244714', '1181244716']",2,False
529,5382,Suillus,grevillei,"['1181244606', '1181244608', '1181244610', '1181244612', '1181244614', '1181244616', '1181244618', '1181244766', '735997322']",9,False
530,5381,Suillus,sinuspaulianus,['1181244604'],1,False
531,5380,Suillus,cavipes,['1181244736'],1,False
532,5374,Phylloporus,rhodoxanthus,['1591645710'],1,False
